,ratings,reviews
3068,2,Bad qualityBattery is good. don't expect much it's a average phone.. Camera isn't good..
3069,5,Great productI'm happy 😊
3070,5,Terrific purchaseGood phone
3071,4,WonderfulEXILENT PRODUCT
3072,4,Very GoodOutstanding phone at this price.
3073,5,Fabulous!Superb phone value for money
3074,3,FairNice
3075,5,Super!good Phone
3076,1,"HorribleV.bad quality. Basic feature of phone itself is not working properly. ie., during phone call neither we can't hear opponent voice nor they can hear our voice. This happens very frequently, so annoying. As return date passed, can't return this item."
3077,5,Best in the market!Nice
3078,4,Pretty goodBest phone under this price tag.....
3079,4,Very GoodReally nice
3080,2,"Bad qualityCamera is not so good, Speaker is very low even it has dual speakers, touch is not up to the Mark.  Useful for normal users."
3081,5,Worth every pennygot my smart phone at right time and good condition . hope to do more onlin shopping with flipkart .
3082,4,DelightfulNice phon on this price .
3083,5,AwesomeOverall Great product from Poco and also Thanks Flipkart for prompt delivery
3084,5,TerrificVery nice poco M3 phone
3085,2,ModerateGet heating while using net
3086,4,WonderfulGood one
3087,5,Worth every pennyNice
3088,2,Could be way betterBattery life perfectDisplay strength is very poor.Back camera is not much efficient
3089,3,Does the jobMANY HITTING PROBLEM
3090,5,"Classy productterrific purchase,very good"
3091,5,ExcellentIt's osm in this prize if anybody wants can take it....
3092,4,Value-for-moneyGood
3093,5,TerrificNice mobile 👍
3094,5,Great productCharging time is too loong Overall mobile was awesome
3095,5,Must buy!Poco m3 best in design... I like it... Massive battery osmAnd camera give good quilty picture...😘
3096,4,Very GoodBetter to use
3097,3,GoodPathetic front camera Looks like  VGA camerasJust an average phone with awesome looks .
3098,5,AwesomeValue for money. Camera is not much as expected
3099,3,"Just okayCamera's exposure and saturation are too poor. Even though it has 6gb ram, working with multiple apps is a tough job, processor to be blamed. However considering the price, it's okDisplay isn't smooth at all."
3100,5,Fabulous!Value for money
3101,5,"Best in the market!It is good, worth the money"
3102,3,"Does the jobWorst camera at this price point. Dual app features not available. Calling and messaging app is from Google not from MIUI, which is not so good. I personally not liked it. Rest others good."
3103,5,Great productNice product
3104,5,Mind-blowing purchaseCoco is very good full features phone
3105,5,WonderfulNice 👍
3106,5,Highly recommendedVery good product
3107,5,Highly recommendedSuper fastGood battery backup battery backup
3108,5,Best in the market!Best
3109,4,"Really NiceDon't confuse with 48MP camera , overall all good."
3110,4,WonderfulGood
3111,5,Super!Good one
3112,3,NiceNot bad
3113,3,NiceValue for money
3114,5,Highly recommendedGood product
3115,3,"GoodVery bad battery, camera also not good"
3116,5,Worth every pennyVery nyc😍😍😍
3117,4,Pretty goodPhone is ok perfect for parents to gift and to those who have less use.
3118,5,ExcellentGood
3119,5,Super!Very good phone
3120,4,Worth the moneyDashu phn in this category
3121,1,Utterly DisappointedCamera bad but any other ok
3122,2,ModerateCamera quality not good
3123,4,Good quality productOk
3124,5,Terrific purchasesuper mobile love this product
3125,5,AwesomeGood
3126,4,Good choiceFront camera is not satisfactory but overall phone is killer as compared to other brands
3127,1,Useless productVery bed phone
3128,5,Classy productGood
3129,5,WonderfulVery good
3130,4,Nice productGood
3131,5,Worth every pennySupper for this prise
3132,3,NiceCamera quality n processing is low.
3133,5,ExcellentGood
3134,5,ExcellentOk
3135,3,FairOverall good phone but disappointment with camera
3136,4,Worth the moneyGood phone in this price. Super design. I like it....
3137,5,ExcellentGood mobile but camera not good
3138,5,"AwesomeBack Camera is very good , just change the setting in more option & select 48 M"
3139,5,Super!Excellent
3140,4,Worth the moneyGood product...
3141,5,Worth every pennyVery good product
3142,5,BrilliantOk
3143,5,TerrificIt loosu cool
3144,5,Classy productNice phone under 11000 thousand big battery 2day
3145,4,"Worth the moneyCamera wise this phone is not up to the mark, it can do multitasking to some extent, value for money, worth buying if you're not expecting a camera phone."
3146,3,Just okayMobile is slow  function
3147,5,AwesomeNiece
3148,5,Terrific purchaseexcept camera in dim light no back logs excellent product buy with no worries must buy price is less than expected
3149,3,GoodCamera is very bad.. Some time hanging and sound problem
3150,1,Don't waste your moneyHeat problem
3151,4,"Value-for-moneyA budget phone, it has Qualcomm Snapdragon Processor so provided good performance but battery backup is not so good."
3152,4,Nice productCamera Quality is not good...Battery backup is very good.Overall good phone..
3153,3,"Does the jobNot very much impressive, at this price range it’s ok"
3154,2,Not goodCall sound very low
3155,5,Classy productGood
3156,5,Simply awesomeNice mobile phone in this price range
3157,5,Simply awesomeExcellent phone
3158,5,Classy productAmazing
3159,2,Could be way betterNote mi series is better than this unsatisfied camera display literally disappointed
3160,4,Good quality productNice mobaile
3161,5,Great productNice phone
3162,4,Iam satisfied at this productGood battary lifeAvarage performanceGood look..Overall this product is good at this prize
3163,5,Excellentworth it for the price
3164,5,Fabulous!It's okay
3165,5,Terrific purchaseNice
3166,5,Simply awesomeBetter
3167,3,"Decent productFrom last one week Iam using this phone... This item Same as red mi 7 pro . There is no new thing.. In some settings redmi 7 pro it's better than this.... Battery ok.. Camera not better and some options  literally bad.... No Updation ......only one thing is RAM , ROM & battery we will get in cheap cost...iam not preferred....display ok.there is no charging light & notifications light also..... Finally phone not Ok......"
3168,5,Classy productVery good item thnks flipkert
3169,5,Fabulous!Mind blowing
3170,5,AwesomeAwesome ❤️
3171,5,Simply awesomeSuper smartphone...poco m3
3172,5,Must buy!Good product not bad
3173,5,AwesomeI am Very happy this phone
3174,5,ExcellentThanks
3175,5,Classy productNice
3176,3,FairIt's awesome for just regular use. Gaming performance is not good.Battery 🔋 backup it too good like other Phone.Almost 2 hours 30min...to full charges and 7 hours battery running.Camera quality is not good but in sunlight pic of selfies is too good.
3177,5,WonderfulFlipkart a brand of honesty
3178,5,Just wow!Awesome
3179,5,Classy productGood
3180,5,Best in the market!Good
3181,4,Very GoodFront camera is not good Battery backup is slow 🐌till fully charged from 10%to 100% takes 3 hours or more heating problem also comming to see issue of hanging while playing cod  all over value of money nice   orr nice 👍 product
3182,5,AwesomeIn this price range .....This is best smartphone.
3183,5,Just wow!It is a really nice product
3184,1,Absolute rubbish!Don't buy hang problem camera not good
3185,2,ModerateCool but front camera is not good but ok Back camera is superrrr
3186,1,"Absolute rubbish!Slow processor, bad camara, heating issue. Better to go with redmi note instead of poco."
3187,3,GoodPerformance is ok but when we try to work fast on any app it' s get hang out. UI is not as simple as available vin Samsung devise.
3188,4,"DelightfulCamera is good, battery backup is okay. Performance is upto the mark."
3189,5,WonderfulGood looking phone But camera quality not good.
3190,4,Really NiceGood but some defence between a highly processer and low. So get this is a best deal for normal user and not highly recommend.....
3191,4,Really NiceDecent phone for this price. Dissapointed with camera.
3192,3,Decent productOk
3193,5,ExcellentVery good product
3194,5,Fabulous!Excellent mobile... Till now... Stylish one... I liked it... Everything in this phone is 👌
3195,5,Worth every pennyReally awsome rare
3196,4,Worth the moneyAll are good
3197,4,Nice productBattery needs 2 hours to 0 to 100
3198,1,UnsatisfactoryCamera quality very very bad...
3199,5,"AwesomeI m delighted with this product,"
3200,5,Highly recommendedGood product
3201,5,"TerrificIt's really nice,tq❤️💖💝💝"
3202,4,Good quality productIt will take 3 hrs to get fully charged.Front cam was not up to the mark.
3203,5,Highly recommendedGreat mobile in budget price
3204,5,Must buy!Good product
3205,4,Pretty goodOverall a good experience
3206,5,Terrific purchaseBest quality ever
3207,5,Best in the market!Superb phone in budget
3208,5,Terrificbest phone for eyeryone
3209,4,Value-for-moneyGood for 9999 rs
3210,4,DelightfulGood
3211,5,BrilliantValue for money 💵😍👍👏
3212,5,Classy productOverall good
3213,3,"Does the jobCamera is really bad. It shows 48 mp, but works like 8mp"
3214,3,FairEverything good except camera and display
3215,4,"Nice productGood phone, I satisfied."
3216,5,Terrific purchaseGood product and fast delivery
3217,5,Fabulous!Best phone iam racament recommended youNice parfomands
3218,5,Super!Super look and also nice performance
3219,5,BrilliantBest mobile
3220,4,Worth the moneyAmazing this price range10499/-
3221,4,Nice productNicee
3222,2,Slightly disappointedCamera is very bad
3223,5,Best in the market!Super
3224,1,WorthlessNot batear mobile
3225,5,Fabulous!Pocom3 super
3226,5,Classy productGood Mobile..
3227,5,"ExcellentIt is a pretty powerful device, comes with Snapdragon 662 octa-core processor, which is based on 11nm fabrication, should be very power efficient. It's packed with LPDD4 RAM and UFS Storage for smoother performance. Medicore camera for decent photography. It also comes with Type-C port & 18 Watt fast charging support. The Adreno GPU can handle most games in low to medium settings. There will be frame-drops in ultra settings. It has dual speakers. It has IPS LCD panel not AMOLED display, which..."
3228,5,Great productVery Good Mobile
3229,3,Does the jobSuper phone
3230,4,Good choiceOverall nice phone. Specially phone back is unique in this price range. Camera is weak point of this phone.
3231,5,ExcellentBeat gaming phone in 12000
3232,5,Just wow!I am very glad after purchasing this item
3233,4,"Nice productCamera quality needs to improve , if 33 Watt charger included then it could be more better , overall good phone , value for money 👍"
